personLabel,twitterUsername,dateOfDeath,countryLabel,dateOfBirth
Rituparno Ghosh,RITUPARNOGHOSH,2013-05-30T00:00:00Z,India,1963-08-31T00:00:00Z
Natacha Jaitt,NatachaJaitt,2019-02-23T00:00:00Z,Argentina,1977-08-13T00:00:00Z
George Harrison,georgeharrison,2001-11-29T00:00:00Z,England,1943-02-25T00:00:00Z
George Harrison,GeorgeHarrison,2001-11-29T00:00:00Z,England,1943-02-25T00:00:00Z
Loalwa Braz,loalwabraz,2017-01-19T00:00:00Z,Switzerland,1953-06-03T00:00:00Z
Ezequiel Santiago,repsantiago130,2019-03-15T00:00:00Z,United States of America,1973-04-22T00:00:00Z
Yavuz Bahadıroğlu,Y_Bahadiroglu,2021-01-21T00:00:00Z,Turkey,1945-01-01T00:00:00Z
Roger Ebert,ebertchicago,2013-04-04T00:00:00Z,United States of America,1942-06-18T00:00:00Z
Bruno Sammartino,SammartinoBruno,2018-04-18T00:00:00Z,Italy,1935-10-06T00:00:00Z
Bruno Sammartino,SammartinoBruno,2018-04-18T00:00:00Z,Kingdom of Italy,1935-10-06T00:00:00Z
Corinne Erhel,c_erhel_deputee,2017-05-05T00:00:00Z,France,1967-02-03T00:00:00Z
José Luiz Clerot,clerotoficial,2018-04-16T00:00:00Z,Brazil,1936-03-09T00:00:00Z
Geneviève Béduneau,GenevieveBedu,2018-04-05T00:00:00Z,France,1947-03-30T00:00:00Z
Michael Coleman,funkycoleman,2014-11-02T00:00:00Z,United States of America,1956-06-24T00:00:00Z
Kimbo Slice,KimboSlice,2016-06-06T00:00:00Z,The Bahamas,1974-02-08T00:00:00Z
George Harrison,georgeharrison,2001-11-29T00:00:00Z,United Kingdom,1943-02-25T00:00:00Z
George Harrison,GeorgeHarrison,2001-11-29T00:00:00Z,United Kingdom,1943-02-25T00:00:00Z
David Delfín,davidelfin_co,2017-06-03T00:00:00Z,Spain,1970-11-02T00:00:00Z
Gerry Rafferty,therealrafferty,2011-01-04T00:00:00Z,United Kingdom,1947-04-16T00:00:00Z
Sushma Swaraj,SushmaSwaraj,2019-08-06T00:00:00Z,India,1952-02-14T00:00:00Z
George Climer,furball579,2018-10-17T00:00:00Z,United States of America,1988-01-29T00:00:00Z
Marielle de Sarnez,desarnez,2021-01-13T00:00:00Z,France,1951-03-27T00:00:00Z
Goddess Bunny,sandiecrisp1,2021-01-27T00:00:00Z,United States of America,1960-01-13T00:00:00Z
Loalwa Braz,loalwabraz,2017-01-19T00:00:00Z,France,1953-06-03T00:00:00Z
George Steele,georgesteele,2017-02-16T00:00:00Z,United States of America,1937-04-16T00:00:00Z
Gerrit van Dijk,gerritvandijk05,2012-01-01T00:00:00Z,Kingdom of the Netherlands,1938-12-05T00:00:00Z
Carrie Fisher,carrieffisher,2016-12-27T00:00:00Z,United States of America,1956-10-21T00:00:00Z
Mark Colvin,Colvinius,2017-05-11T00:00:00Z,Australia,1952-03-13T00:00:00Z
Gerrit van Dijk,gerritvandijk05,2012-01-01T00:00:00Z,Kingdom of the Netherlands,1938-01-01T00:00:00Z
Abdullah al-Hamid,Abubelal_1951,2020-04-24T00:00:00Z,Saudi Arabia,1950-07-12T00:00:00Z
Lina Ben Mhenni,benmhennilina,2020-01-27T00:00:00Z,Tunisia,1983-05-22T00:00:00Z
Otis Redding,otisredding,1967-12-10T00:00:00Z,United States of America,1941-09-09T00:00:00Z
Kylie Rae Harris,KylieRH,2019-09-04T00:00:00Z,United States of America,1989-05-15T00:00:00Z
Mickey Dewar,MickeyDewar,2017-04-23T00:00:00Z,Australia,1956-01-01T00:00:00Z
Molly Brodak,mollybrodak,2020-03-08T00:00:00Z,United States of America,1980-03-29T00:00:00Z
Bibian Mentel,BibianMentel,2021-03-29T00:00:00Z,Kingdom of the Netherlands,1972-09-27T00:00:00Z
Rob DesHotel,robdeshotel,2018-12-10T00:00:00Z,United States of America,1966-01-01T00:00:00Z
Paul Walker,RealPaulWalker,2013-11-30T00:00:00Z,United States of America,1973-09-12T00:00:00Z
Hiromi Hayakawa,_Hiromi,2017-09-27T00:00:00Z,Mexico,1982-10-19T00:00:00Z
Chick Corea,ChickCorea,2021-02-09T00:00:00Z,United States of America,1941-06-12T00:00:00Z
Jean-Yves Nau,jynau,2020-11-08T00:00:00Z,France,1952-02-04T00:00:00Z
Harold Bornstein,bornsteinharold,2021-01-08T00:00:00Z,United States of America,1947-03-26T00:00:00Z
Joe Sample,creolejoe,2014-09-12T00:00:00Z,United States of America,1939-02-01T00:00:00Z
William Blum,williambllum,2018-12-09T00:00:00Z,United States of America,1933-03-06T00:00:00Z
Paul Jenkins,sirpauljenkins,2018-02-26T00:00:00Z,United Kingdom,1954-01-01T00:00:00Z
Chris Nam,nammoonkey,2021-03-20T00:00:00Z,South Korea,1954-06-20T00:00:00Z
Maya Jribi,mayajribi,2018-05-19T00:00:00Z,Tunisia,1960-01-29T00:00:00Z
Elaine McCoy,SenElaineMcCoy,2020-12-29T00:00:00Z,Canada,1946-03-07T00:00:00Z
Pete Burns,PeteBurns2013,2016-10-23T00:00:00Z,United Kingdom,1959-08-05T00:00:00Z
Pete Huttlinger,petehuttlinger,2016-01-15T00:00:00Z,United States of America,1961-06-22T00:00:00Z
Alfredo Lim,TheMayorLIM,2020-08-08T00:00:00Z,Philippines,1929-12-21T00:00:00Z
Nejib Ben Khalfallah,nejibbenkhalfal,2020-07-24T00:00:00Z,Tunisia,1967-01-01T00:00:00Z
Koffi Amétépé,drkoffi_ametepe,2019-12-21T00:00:00Z,Togo,1970-10-16T00:00:00Z
Patrik Henzel,patrikhenzel,2020-06-10T00:00:00Z,Sweden,1965-09-12T00:00:00Z
Jonah Lomu,JONAHTALILOMU,2015-11-18T00:00:00Z,New Zealand,1975-05-12T00:00:00Z
Beji Caid Essebsi,BejiCEOfficial,2019-07-25T00:00:00Z,French protectorate of Tunisia,1926-11-29T00:00:00Z
Jim Flaherty,JimFlaherty,2014-04-10T00:00:00Z,Canada,1949-12-30T00:00:00Z
Rush Limbaugh,rushlimbaugh,2021-02-17T00:00:00Z,United States of America,1951-01-12T00:00:00Z
Muhiyidin Moye,daBlockUp,2018-02-06T00:00:00Z,United States of America,1985-04-22T00:00:00Z
Ambrose Mandvulo Dlamini,ambrosedumile,2020-12-13T00:00:00Z,Eswatini,1968-03-05T00:00:00Z
Carlos Fuentes,CarlosFuentesMX,2012-05-15T00:00:00Z,Mexico,1928-11-11T00:00:00Z
Mary Fowkes,fowkes_mary,2020-11-15T00:00:00Z,United States of America,1954-11-01T00:00:00Z
Carl Reiner,carlreiner,2020-06-29T00:00:00Z,United States of America,1922-03-20T00:00:00Z
Christie Blatchford,blatchkiki,2020-02-12T00:00:00Z,Canada,1951-05-20T00:00:00Z
Mark Colvin,Colvinius,2017-05-11T00:00:00Z,United Kingdom,1952-03-13T00:00:00Z
Frank Schirrmacher,fr_schirrmacher,2014-06-12T00:00:00Z,Germany,1959-09-05T00:00:00Z
Donna M. Morrissey,donnamorrissey,2020-05-22T00:00:00Z,United States of America,1968-01-01T00:00:00Z
Antti Matikkala,anttimatikkala,2019-01-14T00:00:00Z,Finland,1979-11-13T00:00:00Z
Jack Welch,jack_welch,2020-03-01T00:00:00Z,United States of America,1935-11-19T00:00:00Z
Peaches Geldof,peaches_g,2014-04-07T00:00:00Z,United Kingdom,1989-03-13T00:00:00Z
Oniroku Dan,Oniroku_Dan,2011-05-06T00:00:00Z,Japan,1931-04-16T00:00:00Z
Elizabeth Wurtzel,lizziewurtzel,2020-01-07T00:00:00Z,United States of America,1967-07-31T00:00:00Z
Javier Barreda Jara,JavBarreda,2019-06-03T00:00:00Z,Peru,1966-12-13T00:00:00Z
Ara Güler,araguler,2018-10-17T00:00:00Z,Turkey,1928-08-16T00:00:00Z
Vonda N. McIntyre,vondanmcintyre,2019-04-01T00:00:00Z,United States of America,1948-08-28T00:00:00Z
Didier Lockwood,didierlockwood,2018-02-18T00:00:00Z,France,1956-02-11T00:00:00Z
Beryl Cook,ourberylcook,2008-05-28T00:00:00Z,United Kingdom,1926-09-10T00:00:00Z
Mateo González Miño,Matteogm,2017-03-30T00:00:00Z,Spain,1982-01-01T00:00:00Z
Babette Cole,BabetteCole,2017-01-15T00:00:00Z,United Kingdom,1950-09-10T00:00:00Z
Diomedes Díaz,diomedesdiaz,2013-12-22T00:00:00Z,Colombia,1957-05-26T00:00:00Z
Babette Cole,BabetteCole,2017-01-15T00:00:00Z,United Kingdom,1949-09-10T00:00:00Z
Munetaka Higuchi,MUROCKmuseum,2008-11-30T00:00:00Z,Japan,1958-12-24T00:00:00Z
Michel Berson,michel_berson,2021-04-08T00:00:00Z,France,1945-04-21T00:00:00Z
J. Neil Schulman,jneilschulman,2019-08-10T00:00:00Z,United States of America,1953-04-16T00:00:00Z
Tempest Storm,RealTempest,2021-04-20T00:00:00Z,United States of America,1928-02-29T00:00:00Z
Bryan Burwell,realbburwell,2014-12-04T00:00:00Z,United States of America,1955-08-04T00:00:00Z
Ilya Segalovich,segalovich,2013-07-27T00:00:00Z,Russia,1964-09-13T00:00:00Z
Juice Wrld,juiceworlddd,2019-12-08T00:00:00Z,United States of America,1998-12-02T00:00:00Z
Rita Henley Jensen,ritawenews,2017-10-18T00:00:00Z,United States of America,1947-01-01T00:00:00Z
Ashli Babbitt,Ashli_Babbitt,2021-01-06T00:00:00Z,United States of America,1985-10-10T00:00:00Z
Taiji,TAIJIofficial,2011-07-17T00:00:00Z,Japan,1966-07-12T00:00:00Z
Johnny Cash,JohnnyCash,2003-09-12T00:00:00Z,United States of America,1932-02-26T00:00:00Z
Terry Dyddgen-Jones,DyddgenJones,2018-06-27T00:00:00Z,United Kingdom,1950-07-01T00:00:00Z
Brian Aldiss,brianaldiss,2017-08-19T00:00:00Z,United Kingdom,1925-08-18T00:00:00Z
Beji Caid Essebsi,BejiCEOfficial,2019-07-25T00:00:00Z,Tunisia,1926-11-29T00:00:00Z
Sailor Jerry,SailorJerry,1973-06-12T00:00:00Z,United States of America,1911-01-14T00:00:00Z
Ilya Segalovich,segalovich,2013-07-27T00:00:00Z,Soviet Union,1964-09-13T00:00:00Z
E-Dubble,EdubHipHop,2017-02-13T00:00:00Z,United States of America,1982-11-01T00:00:00Z
Fernando Solanas,fernandosolanas,2020-11-06T00:00:00Z,Argentina,1936-02-16T00:00:00Z
Dexter Gordon,Dexter_Gordon,1990-04-25T00:00:00Z,United States of America,1923-02-27T00:00:00Z
Joan Mitchell,joanmitchellfdn,1992-10-30T00:00:00Z,United States of America,1925-02-12T00:00:00Z
Claudio Sorrentino,clasorrentino,2021-02-16T00:00:00Z,Italy,1945-07-18T00:00:00Z
Rim Banna,rimbanna,2018-03-24T00:00:00Z,Palestine,1966-12-08T00:00:00Z
Dexter Gordon,Dexter_Gordon,1990-04-26T00:00:00Z,United States of America,1923-02-27T00:00:00Z
Lorin Maazel,MaestroMaazel,2014-07-13T00:00:00Z,United States of America,1930-03-06T00:00:00Z
Chung Doo-un,doorun,2019-07-16T00:00:00Z,South Korea,1957-03-06T00:00:00Z
Daniel Quinn,_Daniel_Quinn,2018-02-17T00:00:00Z,United States of America,1935-10-11T00:00:00Z
Ali Saleh Mohammed Ali Jaber,syekhalijaber,2021-01-14T00:00:00Z,Saudi Arabia,1976-02-03T00:00:00Z
Amie Harwick,dramieharwick,2020-02-14T00:00:00Z,United States of America,1981-05-20T00:00:00Z
Abelardo Escobar Prieto,AbelardoEscobar,2019-02-11T00:00:00Z,Mexico,1936-01-19T00:00:00Z
Maria Creveling,DevilRemilia,2019-12-27T00:00:00Z,United States of America,1995-02-02T00:00:00Z
Gerrit van Dijk,gerritvandijk05,2012-12-04T00:00:00Z,Kingdom of the Netherlands,1938-12-05T00:00:00Z
Barrington Pheloung,bpheloung,2019-07-31T00:00:00Z,Australia,1954-05-10T00:00:00Z
Gerrit van Dijk,gerritvandijk05,2012-12-04T00:00:00Z,Kingdom of the Netherlands,1938-01-01T00:00:00Z
Marianne Burgman,marianneburgman,2021-05-15T00:00:00Z,Kingdom of the Netherlands,1953-05-14T00:00:00Z
Krystyna Łybacka,KrystynaLybacka,2020-04-20T00:00:00Z,Poland,1946-02-10T00:00:00Z
Miles Davis,milesdavis,1991-09-28T00:00:00Z,United States of America,1926-05-26T00:00:00Z
Paulien De Groote,pauliendegroote,2018-07-05T00:00:00Z,Belgium,1973-02-19T00:00:00Z
Hilda Hernández,hildahernandeza,2017-12-16T00:00:00Z,Honduras,1966-10-05T00:00:00Z
Brodie Lee,ThisBrodieLee,2020-12-26T00:00:00Z,United States of America,1979-12-16T00:00:00Z
Keith Ashfield,KeithAshfield11,2018-04-22T00:00:00Z,Canada,1952-03-28T00:00:00Z
Farkhonda Hassan,hassanfarkhonda,2020-10-30T00:00:00Z,Egypt,1930-01-01T00:00:00Z
Ossi Urchs,ossiu,2014-09-25T00:00:00Z,Germany,1954-08-16T00:00:00Z
Gordon Banks,thegordonbanks,2019-02-12T00:00:00Z,United Kingdom,1937-12-30T00:00:00Z
Eric Carle,ericcarle,2021-05-23T00:00:00Z,Germany,1929-06-25T00:00:00Z
Billy Mays,realBillyMays,2009-06-28T00:00:00Z,United States of America,1958-07-20T00:00:00Z
Angela Madsen,msparasurfer,2020-06-21T00:00:00Z,United States of America,1960-05-10T00:00:00Z
Mourid Barghouti,MouridBarghouti,2021-02-14T00:00:00Z,State of Palestine,1944-07-08T00:00:00Z
Mitzi Shore,MitziShore,2018-04-11T00:00:00Z,United States of America,1930-07-25T00:00:00Z
Mourid Barghouti,MouridBarghouti,2021-02-14T00:00:00Z,Mandatory Palestine,1944-07-08T00:00:00Z
Koffi Amétépé,drkoffi_ametepe,2019-12-21T00:00:00Z,Burkina Faso,1970-10-16T00:00:00Z
Michael Jackson,michaeljackson,2009-06-25T00:00:00Z,United States of America,1958-08-29T00:00:00Z
Glen Campbell,glencampbell,2017-08-08T00:00:00Z,United States of America,1936-04-22T00:00:00Z
Eric Carle,ericcarle,2021-05-23T00:00:00Z,United States of America,1929-06-25T00:00:00Z
Ignacio Padilla,nachonotuitea,2016-08-20T00:00:00Z,Mexico,1968-11-07T00:00:00Z
Magnus Gertkemper,gnu1742,2018-11-03T00:00:00Z,Germany,1970-05-20T00:00:00Z
Hussein Fatal,fatalvelli,2015-07-11T00:00:00Z,United States of America,1977-04-03T00:00:00Z
Beryl Cook,ourberylcook,2008-05-28T00:00:00Z,United Kingdom of Great Britain and Ireland,1926-09-10T00:00:00Z
Christina Grimmie,TheRealGrimmie,2016-06-10T00:00:00Z,United States of America,1994-03-12T00:00:00Z
John A. Miller,MPorelAmordDios,2015-05-30T00:00:00Z,United States of America,1948-07-10T00:00:00Z
Dante Fazzini,vidacilio1,2021-04-04T00:00:00Z,Italy,1950-04-27T00:00:00Z
Marielle Franco,mariellefranco,2018-03-14T00:00:00Z,Brazil,1979-07-27T00:00:00Z
Frederic Suñer i Casadevall,fredericsunyer,2020-06-15T00:00:00Z,Spain,1932-09-05T00:00:00Z
Allyson Carlyle,acarlyle_uw,2020-04-04T00:00:00Z,United States of America,1954-02-01T00:00:00Z
Lisa Robin Kelly,LISAROBINKELLY,2013-08-15T00:00:00Z,United States of America,1970-03-05T00:00:00Z
Zelimkhan Bakaev,ZelimBakaev,2017-08-08T00:00:00Z,Russia,1992-04-23T00:00:00Z
Kim Wall,kimw4ll,2017-08-01T00:00:00Z,Sweden,1987-03-23T00:00:00Z
Ei Takatori,takatoriei,2018-11-26T00:00:00Z,Japan,1952-01-17T00:00:00Z
Boris Miranda,ivanbor,2021-05-16T00:00:00Z,Bolivia,1984-01-21T00:00:00Z
Kōichi Yamano,KoichiYamano,2017-07-20T00:00:00Z,Japan,1939-11-27T00:00:00Z
Aleksandr Zakharchenko,alexzaxarchenko,2018-08-31T00:00:00Z,Soviet Union,1976-06-26T00:00:00Z
Keiko Utsumi,utumikeiko,2020-08-22T00:00:00Z,Japan,1922-09-12T00:00:00Z
Narinder Bragta,NarinderBragta,2021-06-05T00:00:00Z,India,1952-09-15T00:00:00Z
Leila Janah,leila_c,2020-01-24T00:00:00Z,United States of America,1982-10-09T00:00:00Z
Sandro Vaia,SandroVaia,2016-04-02T00:00:00Z,Brazil,1943-07-17T00:00:00Z
Nick Kamen,nickkamenmusic,2021-05-04T00:00:00Z,United Kingdom,1962-04-15T00:00:00Z
Luiz Lauro Filho,luizlaurofilho,2020-05-18T00:00:00Z,Brazil,1978-06-10T00:00:00Z
Keith Morris,KeithMorrisAber,2019-10-05T00:00:00Z,United Kingdom,1958-03-01T00:00:00Z
Konstantin Krylov,k_a_krylov,2020-05-12T00:00:00Z,Russia,1967-10-18T00:00:00Z
Normunds Kindzulis,kindzulisn,2021-04-28T00:00:00Z,Latvia,1991-07-18T00:00:00Z
Bob Collymore,bobcollymore,2019-07-01T00:00:00Z,United Kingdom,1958-01-13T00:00:00Z
Ashizawa Kazuaki,ashizawakazuaki,2018-03-03T00:00:00Z,Japan,1965-01-01T00:00:00Z
Jorge García Carneiro,GarciaCarneiroL,2021-05-22T00:00:00Z,Venezuela,1952-02-08T00:00:00Z
Laura Branigan,laurabranigan,2004-08-26T00:00:00Z,United States of America,1952-07-03T00:00:00Z
Ruhila Adatia-Sood,Ruhila,2013-09-21T00:00:00Z,Kenya,1975-01-01T00:00:00Z
Shūichi Hirokawa,shoeichi,2012-08-20T00:00:00Z,Japan,1955-02-08T00:00:00Z
Una-Mary Parker,unamaryparker,2019-04-11T00:00:00Z,United Kingdom,1930-03-30T00:00:00Z
Michiko Hirayama,hirayama90,2018-04-01T00:00:00Z,Japan,1923-07-14T00:00:00Z
Tuono Pettinato,TuonoPettinato,2021-06-14T00:00:00Z,Italy,1976-09-27T00:00:00Z
Les McKeown,LesMcKeownUK,2021-04-20T00:00:00Z,United Kingdom,1955-11-12T00:00:00Z
Jane Pickens Langley,broadwayleague,1992-02-21T00:00:00Z,United States of America,1912-08-10T00:00:00Z
Krzysztof Machocki,halibutt_pl,2018-01-31T00:00:00Z,Poland,1981-02-20T00:00:00Z
Grace Quintanilla,G_Kintaniya,2019-02-26T00:00:00Z,Mexico,1967-01-01T00:00:00Z
Konstantin Krylov,k_a_krylov,2020-05-12T00:00:00Z,Soviet Union,1967-10-18T00:00:00Z
Patricia Gallerneau,PGallerneau,2019-07-07T00:00:00Z,France,1954-09-09T00:00:00Z
Lucinda Riley,lucindariley,2021-06-11T00:00:00Z,United Kingdom,1966-01-01T00:00:00Z
Chandro Tomar,realshooterdadi,2021-04-30T00:00:00Z,India,1932-01-01T00:00:00Z
Jane Pickens Langley,broadwayleague,1992-02-21T00:00:00Z,United States of America,1908-08-10T00:00:00Z
Jane Pickens Langley,broadwayleague,1992-02-21T00:00:00Z,United States of America,1907-08-10T00:00:00Z
Mike Mangold,mikemangold11,2015-12-06T00:00:00Z,United States of America,1955-10-10T00:00:00Z
Mikio Aoyama,mikio_aoyama,2021-05-13T00:00:00Z,Japan,1954-06-15T00:00:00Z
Li Wenliang,xiaolwl,2020-02-07T00:00:00Z,People's Republic of China,1986-10-12T00:00:00Z
Jirō Imai,jiroxo1,2012-01-01T00:00:00Z,Japan,1952-01-01T00:00:00Z
Takusu Totsuka,taks_Zxim,2014-10-07T00:00:00Z,Japan,1987-08-29T00:00:00Z
DEV LARGE,DLakaBOBOJAMES,2015-05-04T00:00:00Z,Japan,1969-11-24T00:00:00Z
Yasumi Kobayashi,KOBAYASI_yasumi,2020-11-23T00:00:00Z,Japan,1962-08-07T00:00:00Z
Aleksandr Zakharchenko,alexzaxarchenko,2018-08-31T00:00:00Z,Ukraine,1976-06-26T00:00:00Z
Aleksandr Zakharchenko,alexzaxarchenko,2018-08-31T00:00:00Z,Donetsk People's Republic,1976-06-26T00:00:00Z
Leila Alaoui,leila_alaoui,2016-01-18T00:00:00Z,France,1982-07-10T00:00:00Z
TENN,10hat,2014-09-25T00:00:00Z,Japan,1978-12-11T00:00:00Z
Dorothea Benton Frank,dorotheafrank,2019-09-02T00:00:00Z,United States of America,1951-09-12T00:00:00Z
Jan Hahn,janhahnofficial,2021-05-04T00:00:00Z,Germany,1973-09-22T00:00:00Z
Akihiko Takadera,Ace_Number1,2019-04-23T00:00:00Z,Japan,1960-07-18T00:00:00Z
Serge Bouchard,Mammouthlaineux,2021-05-11T00:00:00Z,Canada,1947-07-27T00:00:00Z
Heather Heyer,t2290725462,2017-08-12T00:00:00Z,United States of America,1985-01-01T00:00:00Z
Roy Garber,roygarber,2014-01-17T00:00:00Z,United States of America,1964-11-04T00:00:00Z
Leila Alaoui,leila_alaoui,2016-01-18T00:00:00Z,Morocco,1982-07-10T00:00:00Z
Pop Smoke,POPSMOKE10,2020-02-19T00:00:00Z,United States of America,1999-07-20T00:00:00Z
Levy Rosell Daal,LevyRossellDaal,2018-04-25T00:00:00Z,Venezuela,1945-05-23T00:00:00Z
Benny Napoleon,BennyNapoleon,2020-12-17T00:00:00Z,United States of America,1955-01-01T00:00:00Z
Ken Miyanogawa,Kikuchi_zenjyu,2015-01-02T00:00:00Z,Japan,1962-01-01T00:00:00Z
Irina Slavina,slavirina52,2020-10-02T00:00:00Z,Russia,1973-01-08T00:00:00Z
Claudia Montero,claudiamontero0,2021-01-16T00:00:00Z,Argentina,1962-01-01T00:00:00Z
Rohit Sardana,sardanarohit,2021-04-30T00:00:00Z,India,1979-09-22T00:00:00Z
Nodoka Makihara,iran9876,2017-08-31T00:00:00Z,Japan,1964-12-01T00:00:00Z
Rory O'Donoghue,roryodonoghue,2017-12-13T00:00:00Z,Australia,1948-05-13T00:00:00Z
Tarō Matsumoto,taroqpqp,2016-12-10T00:00:00Z,Japan,1968-11-10T00:00:00Z
Derek Jones,DerekJonesFIR,2020-04-21T00:00:00Z,United States of America,1984-06-05T00:00:00Z
Thomas Howard,ThomasHoward,2013-11-18T00:00:00Z,United States of America,1983-07-14T00:00:00Z
Q106768850,Adelaltwaijri,2021-05-08T00:00:00Z,Saudi Arabia,1981-10-06T00:00:00Z
Chloe Sagal,ChloeSagal,2018-06-21T00:00:00Z,United States of America,1987-01-01T00:00:00Z
Yechiel Eckstein,RabbiEckstein,2019-02-06T00:00:00Z,Israel,1951-07-11T00:00:00Z
Harry Leslie Smith,Harryslaststand,2018-11-28T00:00:00Z,United Kingdom,1923-02-25T00:00:00Z
Irina Slavina,slavirina52,2020-10-02T00:00:00Z,Soviet Union,1973-01-08T00:00:00Z
Masato Minami,minamimasato73,2021-01-07T00:00:00Z,Japan,1944-03-03T00:00:00Z
Anthoine Hubert,anthoineh,2019-08-31T00:00:00Z,France,1996-09-22T00:00:00Z
Yoñlu,yonluofficial,2006-07-26T00:00:00Z,Brazil,1989-09-01T00:00:00Z
Bruno Marton,Marton_Bruno,1988-12-31T00:00:00Z,Italy,1913-04-08T00:00:00Z
Bruno Marton,Marton_Bruno,1988-12-31T00:00:00Z,Kingdom of Italy,1913-04-08T00:00:00Z
David Beriain,DavidBeriain,2021-04-27T00:00:00Z,Spain,1977-08-12T00:00:00Z
Francisco Rojas San Román,Paco_RojasSR,2018-02-06T00:00:00Z,Mexico,1958-10-03T00:00:00Z
Makoto Hirayama,hirayamamakoto,2018-02-27T00:00:00Z,Japan,1952-05-12T00:00:00Z
The Spaceape,codedskins,2014-10-02T00:00:00Z,United Kingdom,1970-06-17T00:00:00Z
Guido Jalil,jorasquin,2021-01-21T00:00:00Z,Ecuador,1937-01-01T00:00:00Z
Thomas J. Waters,slowboring,2020-04-04T00:00:00Z,United States of America,1963-01-01T00:00:00Z
Yōichirō Hayama,mtg4126,2018-05-31T00:00:00Z,Japan,1965-01-01T00:00:00Z
Quentin Kenihan,qkenihan,2018-10-06T00:00:00Z,Australia,1975-02-27T00:00:00Z
Enzo Luis Pagani,paganienzo,2017-03-29T00:00:00Z,Argentina,1970-01-01T00:00:00Z
Norihiko Hara,hikoryuhara,2015-12-01T00:00:00Z,Japan,1947-03-21T00:00:00Z
Gilberto Galimberti,GilbertoGal,2017-06-16T00:00:00Z,Italy,1933-02-25T00:00:00Z
Gilberto Galimberti,GilbertoGal,2017-06-16T00:00:00Z,Kingdom of Italy,1933-02-25T00:00:00Z
Lil Loaded,lil_loaded,2021-05-31T00:00:00Z,United States of America,2000-08-01T00:00:00Z
Carles Barba Masagué,BarbaCarles,2020-11-10T00:00:00Z,Spain,1923-03-21T00:00:00Z
Oriol Canals Boix,oriolcanalsboix,2014-12-27T00:00:00Z,Spain,1975-01-01T00:00:00Z
Susan Delfont,SueDelfont,2016-08-06T00:00:00Z,United Kingdom,1947-04-10T00:00:00Z
Gaspar Rosety,GasparRosety,2016-03-06T00:00:00Z,Spain,1958-07-29T00:00:00Z
SofZilog,zilogsofsof,2019-11-16T00:00:00Z,Belgium,1991-05-01T00:00:00Z
Hidenori Shibao,baoh,2018-04-02T00:00:00Z,Japan,1962-12-12T00:00:00Z
Richard Lustig,LUSTIG407,2018-07-22T00:00:00Z,United States of America,1950-01-01T00:00:00Z
Rory O'Donoghue,roryodonoghue,2017-12-13T00:00:00Z,United Kingdom,1948-05-13T00:00:00Z
Dimitris Kremastinos,KremastinosD,2020-05-08T00:00:00Z,Greece,1942-05-01T00:00:00Z
Emi Makino,makinoemi,2012-11-17T00:00:00Z,Japan,1959-10-26T00:00:00Z
Stéphane Schaffter,8611tabornios,2015-07-24T00:00:00Z,Switzerland,1953-02-02T00:00:00Z
Anna Kast,annakast,2021-02-28T00:00:00Z,Russia,1982-01-15T00:00:00Z
Tony DiCicco,tonysocc,2017-06-19T00:00:00Z,United States of America,1948-08-05T00:00:00Z
Haruka Nagashima,naruhodo_haruka,2021-05-30T00:00:00Z,Japan,1987-09-21T00:00:00Z
Catie Lazarus,catielazarus,2020-12-13T00:00:00Z,United States of America,1976-04-26T00:00:00Z
Miguel Ángel Furones,miguelfurones,2021-04-28T00:00:00Z,Spain,1949-07-05T00:00:00Z
Brianna Lea Pruett,briannapruett,2015-09-02T00:00:00Z,United States of America,1983-01-18T00:00:00Z
Jonathan P. Tennant,Protohedgehog,2020-04-09T00:00:00Z,United Kingdom,1988-01-01T00:00:00Z
Chynna Rogers,MadeInChynna,2020-04-08T00:00:00Z,United States of America,1994-08-19T00:00:00Z
Deb Price,bydebprice,2020-11-20T00:00:00Z,United States of America,1958-02-27T00:00:00Z
Vitillo Ábalos,vitilloabalos,2019-10-19T00:00:00Z,Argentina,1922-04-30T00:00:00Z
